MRK	2	7	एह माणु इआं क्जो ग्लांदा ऐ, एह तां परमात्में दी निंदा करदा ऐ | परमात्में जो छड्डी नैं होर कुण पाप माफ करी सकदा ऐ?”	
MRK	2	8	यीशुयें ताह्लू अपणिया आत्मां च जाणी लैया कि सैह अपणे अपणे मने च ऐदेया सोचा दे हन्न, कन्ने तिन्हां जो ग्लाया, “तुहां अपणे अपणे मने च एह क्जो सोचा दे हन्न?	
MRK	2	9	सोखा क्या ऐ? क्या धरंगे दे रोगिये जो एह ग्लाणा कि तेरे पाप माफ होये, या एह ग्लाणा कि उठ अपणे मंजोलूये चुकी नैं चल फिर ? 
MRK	2	10	अपर जिस ते तुहां जाणी लैया कि माणु दे पुत्तरे जो धरतिया पर पाप माफ करणे दा बी हक्क ऐ |” तिन्हीं तिस धरंगे दे रोगिये जो ग्लाया,	अपणे मंजोलूये चुकी
MRK	2	11	 “मैं तिज्जो ग्लांदा, उठ, अपणे मंजोलूये चुकी नैं अपणे घरे जो चलिया |	  
MRK	2	12	सैह उठया कन्ने ताह्लू ई अपणे मंजोलूये चुकी नैं सारेयां दे सामने ते निकळी नैं चलिया; इस ते सारे हैराण होये, कन्ने परमात्में दी तारीफ करी नैं ग्लाणा लग्गे, अहां ऐदेया कददी नी दिख्या |	
MRK	2	13	सैह भिरी निकळी नैं झीला दे कंडे गैया, कन्ने सारी भीड़ तिसदे पचां चली पैई, कन्ने सैह तिन्हां जो शिक्षा दैणा लग्गा |  
MRK	2	14	जांदे जांदे तिन्हीं हलफईये दे पुत्तर लेविये जो चुंगी दी चौकिया पर बैठेयो दिख्या, कन्ने तिसियो ग्लाया, “मेरे पचां चली पौ |” कन्ने सैह उठी नैं तिसदे पचां चली पैया |	
MRK	2	15	जाह्लू सैह तिसदे घरें खाणा बैठे ताह्लू बड़े भरी चुंगी लैणे आळे कन्ने पापी, यीशु कन्ने तिसदे चेलयां सौगी खाणां खाणा बैठे; क्जोकि सैह मत्ते भरी थे, कन्ने तिसदे पचां चली पैयो थे |	
MRK	2	16	शास्त्रियां कन्ने फरीसियां एह दिखी नैं कि सैह तां पापियां कन्ने चुंगी लैणे आळेयां सौगी खांदा पींदा ऐ |”  
MRK	2	17	यीशुयें एह सुणी नैं तिन्हां जो ग्लाया, “भले चंगयां जो बैघे दी जरूरत नी, पर बमारां जो ऐ | मैं धर्मियां जो नी, अपर पापियां जो सदणा आया |”	
MRK	2	18	यूहन्ना दे चेले, कन्ने फरीसी व्रत करदे थे; तिन्हां आई नैं तिसियो एह ग्लाया, “यूहन्ना दे चेले कन्ने फरीसियां दे चेले क्जो व्रत रखदे हन्न, अपर तेरे चेले व्रत नी रखदे?”	
MRK	2	19	यीशुयें तिन्हां जो ग्लाया, “जाह्लू तिकर लाड़ा बरातिआं दे सौगी रैंह्दा ऐ, क्या सैह व्रत करी सकदे हन्न? जाह्लू तिकर लाड़ा तिन्हां सौगी ऐ, ताह्लू तिकर सैह व्रत नी करी सकदे हन्न |	
MRK	2	20	अपर सैह दिन ओंगे जाह्लू लाड़ा तिन्हां ते लग्ग कित्ता जांगा; तिस बग्त सैह व्रत करगे |  
MRK	2	21	“नौये कपड़े दा रफू पुराणे कपड़े पर कोई नी लगांदा; नी तां सैह रफू तिसते कुच्छ खींज्जी लैंगा, मतलब नौआ पराणे ते, कन्ने सैह पैहले ते जादा फटी जांदा ऐ |	
MRK	2	22	नौये अंगूरा दे रसे जो पुराणियां सराईयां च कोई नी रखदा, नी तां अंगूरा दा रस सराईयां जो फाड़ी दिंगा, कन्ने अंगूरा दा रस कन्ने सराईयां दोयो खराब होई जांदियां हन्न; अपर नौआ अंगूरा दा रस नौईयां सराईयां च भरेया जांदा ऐ |”	
MRK	2	23	इआं होया कि सैह सब्त दे दिनें खेतां च होई नैं जा दा था, कन्ने तिसदे चेले चलदे चलदे सिलयां तोड़ी नैं खाणा लग्गे |     
MRK	2	24	ताह्लू फरीसियां तिसियो ग्लाया, दिख एह सब्त दे दिन करणा मना ऐ सैह कम्म कजो करा दे हन्न जेह्ड़ा ठीक नी ऐ?”   
MRK	2	25	तिन्हीं तिन्हां नैं ग्लाया, “क्या तुहां एह कददी नी पढ़या कि जाह्लू दाऊदे जो जरूरत पैयी, कन्ने जाह्लू सैह कन्ने तिसदे साथी भूखे थे, ताह्लू तिन्हीं क्या कित्या था?	
MRK	2	26	तिन्हीं किआं अबियातरे महायाजके दे बग्त, परमात्में दे घरे च जाई नैं चढ़ावे दियां रोटियां खादियां, जिसदा खाणां याजकां जो छड्डी कन्ने होर कुसी जो बी ठीक नी लगया, कन्ने अपणे साथियां जो बी दित्तियां?”	
MRK	2	27	ताह्लू तिन्हीं तिन्हां जो ग्लाया, “सब्त दा दिन माणु तांई बणाया, ना कि माणु सब्त दे दिन तांई |	    
MRK	2	28	इसतांई माणु दा पुत्तर सब्त दे दिने दा बी सुआमी ऐ | 
MRK	3	1	सैह भिरी आराधनालय च गैया, तित्थू इक्क माणु था जिसदा इक्क हत्थ सूकी गैया था,	
MRK	3	2	कन्ने कुच्छ फरीसी लोक तिस पर दोस लगाणे तांई इसा ताड़ा च थे कि दिखन, सैह सब्त दे दिन तिसियो ठीक करदा ऐ कि नी |	
MRK	3	3	तिन्हीं सुक्केयो हत्थ आळे माणुये जो ग्लाया, बिच खड़ौई जा |” 
MRK	3	4	कन्ने तिन्हीं ग्लाया, “क्या सब्त दे दिन खरा करणा ठीक ऐ या बुरा करणा, जान्नी जो बचाणा या मारणा?” अपर सैह चुप रैह्य |	
MRK	3	5	तिन्हीं तिन्हां दे मने दी कठोरता ते उदास होई नैं, तिन्हां जो गुस्से नैं चौईं पास्सें दिख्या, कन्ने तिस माणु जो ग्लाया, “अपणा हत्थ बधा |” तिन्हीं बधाया, कन्ने तिसदा हत्थ खरा होईया |	
MRK	3	6	ताह्लू फरीसी बाहर जाई नैं ताह्लू ई हेरोदियां दे सौगी तिसदे बरखलाफ षड्यंत्र रचणा लग्गे कि सैह तिसियो किआं मारी सकन |  
MRK	3	7	यीशुयें अपणे चेलयां सौगी झीला दे पास्से चलिया कन्ने गलीले ते इक्क बडी भीड़ तिसदे पचां चली पैयी |	    
MRK	3	8	कन्ने यहूदिया, कन्ने यरूशलेम, कन्ने इदूमिया, कन्ने यरदन दरैयाए दे पारे दे, कन्ने सूर कन्ने सैदा दे अक्खे बक्खे ते इक्क बडी भीड़ एह सुणी नैं कि सैह केदेय म्हान कम्म करदा ऐ तिस अल्ल आई |	
MRK	3	9	तिन्हीं अपणे चेलयां जो ग्लाया, “भीड़ा दिया बजाह ते इक्क छोटी किस्ती मिन्जो तांई त्यार रैह्य तांकि सैह मिन्जो घेरी नी लैन |”	 
MRK	3	10	क्जोकि तिन्हीं मत्तेयां जो ठीक कित्या था, इसतांई जितणे लोक बमरिया च पैयो थे तिसियो छूणे तांई तिस परालें पैयी जांदे थे |  
MRK	3	11	बुरियां आत्मां बी, जाह्लू तिसियो दिखदियां थियां, तां तिसदे गां पैयी जादियां थियां, कन्ने डडी नैं ग्लादियां थियां कि तू परमात्में दा पुत्तर ऐ;	
MRK	3	12	कन्ने तिन्हीं तिन्हां जो चेतावनी दैई नैं ग्लाया, मेरे बारे च कुसी जो मत दसदे | 
MRK	3	13	भिरी सैह प्हाड़े पर चढ़ी गैया, कन्ने जिन्हां जो सैह चाहंदा था तिन्हीं तिन्हां जो अपणे अल्ल सदेया; कन्ने सैह तिसिया अल्ल आये |	
MRK	3	14	ताह्लू तिन्हीं बारां मरदां जो चुणया कि सैह तिसदे सौगी सौगी रैह्न, कन्ने सैह तिन्हां जो घल्लें कि सैह प्रचार कर न |	 
MRK	3	15	कन्ने बुरियां आत्मां जो कडणे दा हक्क रखन | 
MRK	3	16	सैह एह हन्न; शमौन जिसदा नां पतरस रखया |	
MRK	3	17	कन्ने जबदिये दा पुत्तर याकूब कन्ने याकूबे दा भाऊ यूहन्ना, जिन्हां दा नां तिन्हीं बुअनरगिस व ‘गर्जन दे पुत्तर’ रखया,	
MRK	3	18	कन्ने अन्द्रियास, कन्ने फिलिप्पुस, बरतुल्मै, कन्ने मत्ती, थोमा, कन्ने हलफई दा पुत्तर याकूब, कन्ने तद्दै, शमौन कनानी,	
MRK	3	19	कन्ने यहूदा इस्करियोती जिन्हीं तिसियो बादे च पकड़ुआई बी दित्या था |  
MRK	3	20	ताह्लू सैह घरे जो आया; कन्ने ऐदयी भीड़ कट्ठरोई कि सैह रोटी बी नी खाई सके |	
MRK	3	21	जाह्लू तिसदे संगी साथियां एह सुणेया, तां सैह तिसियो पकड़णां निकळे; क्जोकि सैह ग्लांदे थे कि तिसदा होस ठीकाणे पर नी ऐ |	
MRK	3	22	शास्त्री बी जेह्ड़े यरूशलेम ते आयेयो थे, एह ग्लांदे थे, “तिस च सैतान ऐ, कन्ने “सैह बुरियां आत्मां दे सरदारे दी मदता ते बुरियां आत्मां जो कडदा ऐ |”	
MRK	3	23	इसतांई सैह तिन्हां जो अप्पु अल्ल सददी नैं तिन्हां जो उदारण दैई नैं च ग्लाणा लग्गा, सैतान किआं सैताने जो कडडी सकदा ऐ?   
MRK	3	24	जे कुसी दे राज्जे च फूट पौयें, तां सैह राज्ज किआं मजबूत होई सकदा ऐ? 
MRK	3	25	कन्ने जे कुसी दे घरे च फूट पौयें, तां सैह घर किआं मजबूत होई सकगा |  
MRK	3	26	इसतांई जे सैतान अपणा ई विरोधी होई नैं अप्पु च फूट पाये, तां सैह किआं रैह्यी सकदा ऐ? तिसदा तां अंत ई होई जांदा |	
MRK	3	27	अपर कोई माणु कुसी ताकतवरे दे घरे च बड़ी नैं तिसदा समान नी चोरी सकदा, जाह्लू तिकर कि सैह पैहले तिस ताकतवरे जो बन्नी नी लें; कन्ने ताह्लू तिसदे घरें चोरी करी लेंगा |	
MRK	3	28	 “मैं तुहां नैं सच ग्लांदा कि माणुआं दी औलादा दे सारे पाप कन्ने निंदा जेह्ड़ी सैह करदे हन्न, माफ कित्ती जांगी,	    
MRK	3	29	अपर जेह्ड़ा कोई पवित्र आत्मां दा अपमान करगा, सैह कददी बी माफ नी कित्ता जांगा अपर सैह सदा दे पाप दा अपराधी होंदा ऐ |”	
MRK	3	30	क्जोकि सैह एह ग्लांदे थे कि तिस च बुरी आत्मां ऐ |  
MRK	3	31	ताह्लू तिसदी मां कन्ने तिसदे भाऊ आये, कन्ने बाहर खड़ोई नैं तिसियो सादा घल्लया |	
MRK	3	32	भीड़ तिसदे अक्खे बक्खे बैठियो थी, कन्ने तिन्हां तिसियो ग्लाया, दिख तेरी मां कन्ने तेरे भाऊ बाहर तिजो तोपा दे हन्न |”	
MRK	3	33	तिन्हीं तिन्हां जो जबाब दित्ता, “मेरी मां कन्ने मेरे भाऊ कुण हन्न?” 
MRK	3	34	कन्ने तिन्हां तित्थू बैठेयो लोकां पास्सें दिखी नैं ग्लाया, “दिखा मेरी मां कन्ने मेरे भाऊ एह हन्न |	
MRK	3	35	क्जोकि जेह्ड़ा कोई परमात्में दी इच्छा पर चलगा, सैई मेरे भाऊ कन्ने बैहण कन्ने मां हन्न |  
MRK	4	1	सैह भिरी झीला दे कंडे शिक्षा दैणा लग्गा कन्ने देयी बडी भीड़ तिसिया अल्ल कट्ठरोई गैई कि सैह झीला च इक्का किस्तिया पर चढ़ी नैं बैठिया, कन्ने सारी भीड़ झीला दे कंडे धरतिया पर खड़ोई रैह्यी |	
MRK	4	2	कन्ने सैह तिन्हां जो उदारणा च बड़ियां गल्लां सखाणा लग्गा, कन्ने अपणे शिक्षा च तिन्हां जो ग्लाया,	 
MRK	4	3	सुणा! इक्क बाणे आळा बीई बाणां निकळेया |  
MRK	4	4	बांदे बग्त कुच्छ रस्ते दे कंडे पै कन्ने पंच्छियां आई नैं तिन्हां जो चुगी लैया |	
MRK	4	5	कुच्छ बीई पथरीली जमीना पर पै जित्थू तिन्हां जो मत्ती चिक्क नी मिली, कन्ने डूग्गी चिक्क नी मिलणे दिया बजाह ते तौली लूंगी पै |	
MRK	4	6	कन्ने जाह्लू सूरज निकळेया तां फकूई गै, कन्ने जड़ा नी पकड़णे दिया बजाह ते सूकिये |    
MRK	4	7	कुच्छ झाड़ियां च पै, कन्ने झाड़ियां बधी नैं तिन्हां जो जिक्की दित्ता, कन्ने तिन्हां फळ नी दित्ता |	
MRK	4	8	अपर कुच्छ खरिया जमीना पर पै, कन्ने सैह लूंगे कन्ने निकळी नैं फळवन्त होये; कन्ने कईयां ती गुणां, कईयां सठ गुणां कईयां सौ गुणां फळ दित्ता |”	
MRK	4	9	ताह्लू तिन्हीं ग्लाया, “जिन्हां अल्ल सुनणे तांई कन्न हो न, सैह सुणी लैन |”    
MRK	4	10	जाह्लू सैह किल्ला रैह्यी गैया, तां तिसदे साथियां तिन्हां बाराह सौगी तिसते इन्हां उदारणा दे बारे च पूछ्या |	
MRK	4	11	तिन्हीं तिन्हां जो ग्लाया, “तुहां जो तां परमात्में दे राज्जे दे भेद दी समझ दित्तियो ऐ अपर बाहर आळेयां तांई सारी गल्लां उदारणा च होंदियां |	
MRK	4	12	इसतांई कि “सैह दिखदे होये दिख न, कन्ने तिन्हां जो सुम्में नी कन्ने सुणदे होये सुणन बी, कन्ने ना समझन; इआं ना होये कि सिह फिरन, कन्ने माफ कित्ते जान |”	
MRK	4	13	भिरी तिन्हीं तिन्हां जो ग्लाया, “क्या तुहां एह उदारण नी समझदे? तां भिरी होर उदारणा जो किआं समझगे?	
MRK	4	14	बाणे आळा वचन बांदा ऐ |	   
MRK	4	15	जेह्ड़े रस्ते दे कंडे दे हन्न जित्थू वचन बाया जांदा ऐ, एह सैह ऐ कि जाह्लू तिन्हां सुणेया, तां सैताने ताह्लू ई आई नैं जेह्ड़ा वचन तिन्हां च बाया था, चुक्की लैयी जांदा |	
MRK	4	16	तिआं ई जेह्ड़े पथरीली जमीना बिच बाए जांदे हन्न, एह सैह हन्न जेह्ड़े वचने जो सुणी नैं ताह्लू ई खुशिया नैं तां मन्नी लेंदे हन्न |	
MRK	4	17	अपर अपणे अंदर जड़ नी रखणे दिया बजाह ते सैह थोड़े ही दिना तिकर रैंह्दे हन्न; इसदे बाच जाह्लू वचने दिया बजाह ते तिन्हां पर दुख या सताव होंदा, तां सैह ताह्लू ई वचने जो भूली जांदे हन्न |	
MRK	4	18	जेह्ड़े झाड़ियां बिच बाएयो एह सैह हन्न जिन्हां वचन तां सुणेया,     
MRK	4	19	कन्ने संसार दी फिकर, कन्ने पैसे दा तोखा, कन्ने दूईयां चीज्जां दा लालच तिन्हां च आई नैं वचने जो दबाई दिंदा | कन्ने सैह कोई फळ नी लैयोई सकदा ऐ |	
MRK	4	20	कन्ने जेह्ड़े खरिया जमीना बिच बाएयो, एह सैह हन्न जेह्ड़े वचने सुणी नैं मन्नी लैंदे कन्ने फळ लैयोदें हन्न कोई ती गुणां, कोई सठ गुणां कन्ने कोई सौ गुणां |”	
MRK	4	21	तिन्हीं तिन्हां जो ग्लाया, क्या दीये जो इसतांई लैयोंदे हन्न कि डल्ला या मंजोलूये थलै रखया जां? क्या इसतांई नी कि कलम्पे पर रखया जाये?	 
MRK	4	22	क्जोकि कोई बी चीज्ज छुपियो नी ऐ, अपर इसतांई ऐ कि सामणे होई जाये; कन्ने ना कुच्छ गुप्त ऐ, अपर इसतांई ऐ कि सामणे होई जाये |”	 
MRK	4	23	जे कुसकी अल्ल कन्न हो न, तां सैह सुणी लैन |”	
MRK	4	24	भिरी तिन्हीं तिन्हां ग्लाया, चुकनै रैह्या कि क्या सुणदे हन्न | जिस नापे नैं तुहां नापदे हन्न तिसी नैं तुहां तांई बी नापया जांगा, कन्ने तुहां जो मत्ता दित्ता जांगा |	
MRK	4	25	क्जोकि जिस अल्ल ऐ तिस जो दित्ता जांगा; कन्ने जिस अल्ल नी ऐ, तिसते सैह बी जेह्ड़ा तिस अल्ल ऐ, लैयी लैया जांगा |”	 
MRK	4	26	भिरी तिन्हीं ग्लाया, परमात्में दा राज्ज ऐदया ई ऐ, जिआं कोई माणु जमीना पर बीई बांदा,    
MRK	4	27	कन्ने राती जो सैई जाये कन्ने दिनें जो जागें, कन्ने सैह बीई ऐदेय लूंगे कन्ने बडे होये कि सैह ना जाणे |	
MRK	4	28	धरती अप्पु ई फळ लैयोदीं ऐ, पैहले लूंग, ताह्लू सिल्ले, कन्ने सिलेयां च त्यार दाणा |  
MRK	4	29	अपर जाह्लू दाणां पकी जांदा ऐ ताह्लू सैह तौली दराटी लगांदा ऐ, क्जोकि कटणे दा बग्त आई रैह्या |”	
MRK	4	30	भिरी तिन्हीं ग्लाया, अहां परमात्में राज्ज दी तुलना कुस नैं करन, कन्ने कुस उदारणे ते तिसदा व्यान कर न?	
MRK	4	31	सैह राईया दे दाणे साइयां ऐ जाह्लू जमीना पर बाया जांदा ऐ तां जमीना दे सारे बीआं ते छोटा होंदा ऐ,	
MRK	4	32	अपर जाह्लू सैह बाया, तां लूंगी नैं सारेयां बूटेयां ते बडा होई जांदा ऐ, कन्ने तिसदियां इतणियां बडियां डालियां निकलदियां हन्न कि अम्बरे दे पंछी बी तिसदिया छाउंआं च डेरा करी सकदे हन्न |”	
MRK	4	33	सैह तिन्हां जो इस तरांह दे बड़े भरी उदारण दैई नैं तिन्हां दी अक्ला मताबक वचन सुणादा था | 
MRK	4	34	कन्ने बिना उदारण ग्लाये सैह तिन्हां जो कुच्छ नी ग्लादां था; अपर पड़दे च सैह अपणे खास चेलयां जो सारियां गल्लां दा मतलब दसदा था |	
MRK	4	35	तिस दिन जाह्लू संज होई, तां तिन्हीं चेलयां जो ग्लाया, “ओआ, अहां पार चलदे |”  
MRK	4	36	कन्ने सैह भीड़ा जो छड्डी नैं जिआं सैह था, तिआं ई तिसियो किस्तिया पर सौगी लैई चले; कन्ने तिसदे सौगी होर बी किस्तियां थियां |	
MRK	4	37	ताह्लू बड़ा तूफ़ान आया, कन्ने लेहरां किस्तियां पर ऐत्थू तिकर लगियां कि सैह हिलणां लगियां, कि सैह पाणियें नैं भरोई जांदी थी |  
MRK	4	38	पर यीशु किस्तिया दे पचा दे हिस्से च गिद्दिया पर सैईया | ताह्लू तिन्हां तिसियो जगाई नैं तिसियो ग्लाया, “हे गुरु क्या तिज्जो फिकर नी कि अहां खत्म होया दे हन्न |	
